"","PolyA_1101","PolyA_1548","PolyA_1628","RiboDep_1101","RiboDep_1548","RiboDep_1628"
"g12130",0,21,5,45,77,54
"g12131",0,21,20,35,38,29
"g12140",5,8,30,29,67,51
"g12155",474,438,325,186,305,266
"g12165",14,18,39,27,52,42
"g12175",0,0,1,6,1,5
"g12174",141,40,53,47,59,34
"g12182",0,0,0,16,18,15
"g12184",3,0,0,8,16,16
"g12188",1,0,1,18,26,27
"g12198",2,1,17,25,16,30
"g12199",4,1,6,27,17,36
"g12200",10,4,11,28,18,39
"g12205",23,27,36,10,30,24
"g12211",7,0,0,11,9,11
"g12215",0,3,0,17,61,64
"g12216",1,2,0,21,41,56
"g12221",4,19,0,7,35,23
"g12220",31,9,5,7,53,28
"g12232",3,0,0,14,22,28
"g12268",2,2,1,20,22,9
"g12266",2,0,0,24,30,12
"g12303",0,0,0,26,22,34
"g12305",8,2,3,3,11,9
"g12306",59,22,12,15,21,35
"g12316",166,48,32,31,48,33
"g12323",37,11,8,38,14,14
"g12321",13,36,7,33,42,31
"g12322",92,6,14,34,25,51
"g12326",4,4,6,10,14,13
"g12327",10,9,3,32,85,85
"g12329",15,43,53,38,53,64
"g12353",124,18,17,30,197,36
"g12355",46,10,5,24,78,15
"g12357",111,33,12,64,73,31
"g12358",555,149,59,184,241,87
"g12360",0,11,0,21,50,51
"g12361",0,0,0,53,21,25
"g12362",9,8,25,30,58,36
"g12364",3,0,2,10,20,17
"g12365",6,9,8,51,63,51
"g12366",23,25,16,43,85,70
"g12367",2,3,0,14,17,19
"g12368",4,3,4,18,44,32
"g12369",11,5,27,13,25,29
"g12370",55,77,90,36,60,58
"g12371",172,87,85,33,56,51
"g12372",1,5,5,21,30,17
"g12391",0,17,0,73,160,9
"g12395",15,12,0,109,71,124
"g12424",0,0,4,0,35,20
"g12410",0,1,6,27,59,39
"g12416",0,0,0,4,13,17
"g12405",188,153,97,50,103,74
"g12411",13,23,25,96,150,144
"g12412",1,0,0,21,52,31
"g12413",20,0,15,20,44,27
"g12415",5,1,14,18,43,51
"g12441",4,4,0,23,22,33
"g12449",0,0,0,13,39,8
"g12447",6,0,0,9,40,6
"g12453",84,64,33,11,66,35
"g12455",10,0,8,9,28,25
"g12459",11,8,52,23,19,84
"g12461",168,90,131,8,14,18
"g12479",0,10,0,18,12,30
"g12481",0,11,42,192,381,375
"g12498",4,3,7,20,11,19
"g12499",19,33,19,31,45,76
"g12488",0,0,0,48,54,35
"g12490",0,0,0,19,21,18
"g12489",30,22,11,91,112,82
"g12491",9,1,4,20,15,17
"g12492",4,3,8,6,9,18
"g12493",17,6,0,6,10,22
"g12501",82,61,89,34,62,80
"g12507",0,0,0,14,14,23
"g12508",0,0,0,7,12,13
"g12511",4,0,0,13,26,13
"g12512",2,0,8,3,6,20
"g12523",2,9,0,3,10,12
"g12522",10,0,4,12,25,27
"g12526",11,6,0,13,28,23
"g12515",18,0,12,13,15,35
"g12517",22,3,6,18,14,10
"g12518",26,6,17,30,18,24
"g12531",79,130,69,25,72,43
"g12540",38,2,4,39,53,50
"g12541",1,0,1,32,16,15
"g12543",17,0,0,12,11,20
"g12546",23,0,0,29,37,50
"g12552",0,0,0,38,62,32
"g12559",0,0,0,6,7,6
"g12561",0,0,0,15,34,22
"g12560",36,7,80,30,52,31
"g12563",1,0,1,29,52,44
"g12564",1,0,4,26,51,52
"g12590",26,0,0,42,34,52
"g12578",0,0,0,14,7,8
"g12586",0,0,0,31,28,18
"g12577",1,0,2,9,12,4
"g12585",8,0,0,39,13,11
"g12588",4,0,0,58,27,0
"g12598",9,4,4,51,88,106
"g12609",0,1,3,61,49,41
"g12620",3,2,2,59,73,48
"g12629",1,0,3,5,13,10
"g12633",4,2,8,31,80,49
"g12634",6,0,28,14,14,22
"g12635",110,5,16,53,96,65
"g12636",0,0,0,43,42,39
"g12638",18,3,6,25,41,36
"g12640",0,0,0,3,15,11
"g12641",71,0,0,58,77,59
"g12644",0,6,0,27,37,101
"g12646",0,0,0,62,52,196
"g12642",44,34,8,30,83,71
"g12651",44,65,50,30,54,42
"g12655",51,34,37,90,79,107
"g12657",2,4,1,6,15,8
"g12660",2,1,1,7,16,8
"g12658",2,3,1,12,21,16
"g12662",531,401,373,41,73,44
"g12677",0,0,0,3,9,17
"g12678",0,0,0,19,14,42
"g12690",0,0,0,8,14,45
"g12694",0,0,0,28,40,42
"g12695",0,0,0,10,6,10
"g12698",0,1,0,1,3,12
"g12699",0,0,0,6,10,4
"g12700",0,0,0,12,48,39
"g12702",0,0,0,5,15,18
"g12696",7,0,1,8,29,20
"g12697",5,0,0,16,87,60
"g12701",1,1,1,5,8,8
"g12715",9,29,4,9,26,8
"g12713",8,2,2,7,13,10
"g12738",0,0,0,17,24,34
"g12739",62,33,15,25,31,35
"g12746",3,16,5,4,22,9
"g12750",1,0,3,3,9,10
"g12749",5,0,6,8,5,7
"g12758",0,2,0,6,11,11
"g12756",401,192,112,86,144,104
"g12781",77,37,25,78,103,110
"g12776",0,0,1,10,38,7
"g12777",3,0,10,8,24,13
"g12786",3,0,0,10,12,9
"g12785",9,27,8,19,35,27
"g12787",340,206,299,20,50,29
"g12797",3,39,16,12,57,14
"g12798",7,22,11,6,34,15
"g12800",4,8,0,17,49,31
"g12799",14,15,29,11,34,36
"g12812",3,2,0,0,11,20
"g12813",114,16,69,47,83,37
"g12814",34,8,28,40,52,79
"g12821",900,737,704,65,116,83
"g12822",170,93,91,38,69,62
"g12835",0,6,6,45,96,59
"g12838",7,6,3,24,56,56
"g12836",2,2,1,12,14,14
"g12837",6,4,0,17,28,30
"g12839",2,0,0,15,29,7
"g12848",135,39,17,69,86,64
"g12849",36,8,5,10,18,14
"g12859",1,0,0,15,12,27
"g12873",0,0,0,22,19,71
"g12872",34,3,8,19,24,18
"g12883",3,2,0,19,15,31
"g12887",5,0,0,23,0,21
"g12890",0,0,4,14,12,6
"g12891",14,6,7,21,29,32
"g12893",5,1,4,39,65,44
"g12896",0,0,7,21,21,21
"g12909",0,0,0,14,10,32
"g12911",19,0,0,23,43,39
"g12901",28,5,15,17,5,31
"g12902",1,1,0,10,12,11
"g12903",1,0,0,3,7,5
"g12904",3,5,0,21,41,39
"g12927",0,0,2,3,10,5
"g12933",5,18,32,39,75,60
"g12932",225,203,81,76,102,55
"g12938",3,0,0,5,4,10
"g12950",15,5,12,11,28,18
"g12964",2,3,2,42,44,40
"g12965",8,3,10,63,73,70
"g12967",6,0,0,18,58,48
"g12977",11,19,9,16,13,41
"g12985",1,5,8,3,8,9
"g12983",12,17,15,51,97,108
"g13000",16,16,0,16,85,69
"g12998",115,35,15,32,60,63
"g12999",148,71,15,39,90,56
"g13005",6,4,8,5,12,12
"g13023",2,0,0,4,14,13
"g13029",0,0,0,23,60,72
"g13030",3,0,0,32,63,32
"g13009",11,16,33,17,16,16
"g13035",0,13,0,57,87,93
"g13038",0,0,0,9,45,13
"g13041",5,4,3,12,33,17
"g13043",53,41,10,30,47,25
"g13048",1,0,0,6,14,13
"g13071",4,0,0,33,53,44
"g13057",0,14,0,16,33,25
"g13065",0,0,15,28,78,49
"g13066",0,0,0,13,13,15
"g13060",4,0,5,8,13,19
"g13061",11,0,12,35,67,36
"g13062",7,0,1,17,50,52
"g13063",8,0,2,4,12,12
"g13079",1,0,0,18,20,16
"g13082",3,3,0,14,19,29
"g13084",325,226,331,74,122,123
"g13087",85,151,137,48,55,61
"g13097",0,0,0,3,3,4
"g13115",0,0,0,16,27,18
"g13110",0,0,0,9,20,52
"g13111",0,0,9,13,18,51
"g13112",6,6,8,8,7,3
"g13124",72,36,29,18,18,24
"g13132",1,0,2,7,17,5
"g13129",35,48,11,60,149,65
"g13130",8,11,3,11,33,14
"g13139",0,0,0,22,118,20
"g13127",1030,852,642,84,155,95
"g13143",0,0,0,9,9,8
"g13144",8,7,28,14,31,29
"g13145",2,0,0,48,29,57
"g13147",8,0,0,58,21,63
"g13153",8,0,14,15,32,17
"g13156",1,2,2,5,7,3
"g13160",7,0,7,18,26,11
"g13162",3,61,1,85,80,29
"g13170",53,12,7,23,30,17
"g13174",3,3,1,5,20,10
"g13175",2,2,28,13,15,17
"g13182",2,6,0,12,12,11
"g13172",54,9,27,20,41,15
"g13185",0,8,6,20,21,37
"g13186",6,3,8,22,21,29
"g13187",13,8,20,41,42,78
"g13199",0,37,8,24,91,28
"g13164",0,0,0,25,20,11
"g13209",2,0,0,4,0,7
"g13206",12,16,6,66,136,93
"g13207",1,0,0,24,45,42
"g13213",5,0,0,18,40,30
"g13228",2,0,5,6,30,14
"g13237",18,0,0,62,132,43
"g13252",36,14,13,140,101,85
"g13256",0,21,0,36,26,63
"g13257",117,82,55,33,51,32
"g13264",0,0,0,14,34,22
"g13265",0,2,0,18,26,19
"g13266",0,0,0,23,21,20
"g13272",11,10,3,62,59,58
"g13277",0,0,0,15,16,9
"g13274",720,687,504,60,79,72
"g13292",0,0,10,21,72,53
"g13360",5,0,0,16,14,8
"g13286",76,49,24,20,38,29
"g13420",56,10,30,21,40,30
"g13424",8,5,2,7,3,6
"g13428",2,0,1,26,9,20
"g13419",15,4,0,18,24,17
"g13441",3,0,9,0,45,19
"g13444",3,3,4,28,43,30
"g13449",0,0,0,55,92,103
"g13453",42,0,9,138,179,168
"g13463",0,0,0,5,6,7
"g13466",0,1,0,4,10,7
"g13462",3,0,0,6,33,5
"g13464",1,0,0,8,19,16
"g13465",2,0,0,27,64,37
"g13470",9,0,0,12,4,5
"g13483",0,0,2,12,10,0
"g13492",3,0,0,24,19,0
"g13494",14,6,9,27,49,30
"g13497",0,8,2,26,119,68
"g13498",0,0,1,0,4,7
"g13536",3,0,0,8,9,10
"g13531",0,6,68,86,100,101
"g13532",3,1,1,13,32,30
"g13537",16,0,0,16,21,33
"g13538",9,3,0,18,16,22
"g13546",1,3,0,7,13,4
"g13548",12,0,0,19,21,23
"g13557",0,0,0,21,12,3
"g13558",0,3,0,66,52,21
"g13561",0,0,1,6,9,10
"g13560",1,6,0,4,14,12
"g13564",0,0,0,19,32,25
"g13571",0,0,0,12,9,11
"g13576",4,6,0,14,49,18
"g13577",6,6,15,15,37,24
"g13580",4,8,0,9,33,16
"g13581",3,13,0,14,30,11
"g13582",2,5,0,16,51,9
"g13583",15,21,2,118,169,48
"g13584",23,5,0,68,80,3
"g13590",62,12,27,14,32,22
"g13592",89,69,32,25,51,52
"g13595",414,270,345,76,126,125
"g13608",2,0,0,51,63,67
"g13613",1,0,0,10,16,25
"g13618",22,22,31,12,21,14
"g13598",0,0,0,1,5,16
"g13635",36,28,5,35,52,33
"g13643",1,1,0,4,15,9
"g13646",0,3,0,5,18,9
"g13645",17,46,35,17,39,29
"g13639",236,155,136,13,24,22
"g13663",2,0,0,46,34,35
"g13670",15,18,9,62,84,92
"g13648",342,200,193,23,36,24
"g13686",4,9,0,13,7,17
"g13676",0,0,0,12,16,29
"g13679",0,0,6,72,12,57
"g13680",0,0,0,4,4,9
"g13691",1,0,0,17,28,17
"g13694",11,11,0,3,17,16
"g13695",14,5,9,6,16,13
"g13696",25,4,15,9,9,10
"g13704",0,0,0,3,17,3
"g13700",8,8,6,25,31,32
"g13707",27,38,12,29,34,19
"g13708",9,12,16,6,7,9
"g13721",1,4,55,16,46,42
"g13726",21,18,40,16,26,12
"g13727",8,18,15,8,18,9
"g13728",4,7,3,18,27,24
"g13729",17,15,16,66,52,73
"g13731",10,0,0,18,14,22
"g13732",44,0,21,20,25,26
"g13734",48,4,13,31,8,16
"g13735",8,0,8,18,12,24
"g13756",0,0,0,5,9,10
"g13760",3,4,3,15,32,15
"g13762",25,2,9,12,9,15
"g13766",1,2,2,14,2,10
"g13768",9,2,0,49,60,88
"g13770",6,4,2,43,27,39
"g13774",0,0,0,56,36,71
"g13779",4,0,0,24,28,8
"g13764",2,8,14,13,6,12
"g13765",4,0,0,9,12,12
"g13793",43,15,0,51,78,48
"g13795",2,0,1,30,61,54
"g13796",74,59,48,46,75,48
"g13805",4,0,4,6,6,5
"g13811",2,0,3,9,18,15
"g13821",667,605,899,66,107,66
"g13826",0,0,0,6,48,24
"g13830",11,5,4,84,113,129
"g13832",35,9,20,9,24,20
"g13838",3,0,0,14,34,24
"g13839",2,2,0,6,10,6
"g13841",56,15,40,24,31,24
"g13842",91,40,52,36,44,29
"g13843",20,44,22,22,51,50
"g13854",1,0,0,4,15,3
"g13855",3,0,0,4,17,4
"g13856",1,0,0,4,17,4
"g13861",0,0,0,33,60,44
"g13863",2,0,6,57,87,79
"g13862",10,2,11,35,74,45
"g13866",2,2,1,16,23,20
"g13871",0,3,0,56,87,71
"g13873",1,3,6,29,49,35
"g13885",7,0,0,106,50,109
"g13894",3,2,0,22,50,32
"g13888",0,0,0,6,28,9
"g13889",0,0,0,13,11,12
"g13912",82,4,4,17,47,82
"g13913",0,0,0,12,11,12
"g13905",5,18,12,0,49,34
"g13910",13,8,21,20,82,29
"g13916",0,0,2,0,4,13
"g13928",189,166,174,47,77,46
"g13929",26,12,15,28,65,43
"g13942",0,0,2,29,29,44
"g13946",1,0,0,8,4,3
"g13948",12,27,18,33,15,22
"g13952",3,0,0,33,59,32
"g13954",3,35,2,32,91,48
"g13934",13,10,7,6,14,9
"g13958",82,75,37,23,49,19
"g13959",0,0,0,27,76,99
"g13962",0,0,0,16,21,33
"g13960",3,17,6,7,10,16
"g13993",6,4,5,12,20,13
"g13994",4,6,0,7,26,13
"g13997",1,0,0,14,39,24
"g13998",37,127,25,32,55,58
"g13999",121,36,17,33,77,52
"g14015",11,0,2,12,40,0
"g14020",4,0,4,19,30,22
"g14007",6,0,2,3,6,11
"g14022",2,0,0,4,8,5
"g14023",0,0,0,13,17,10
"g14032",0,0,0,14,11,10
"g14045",0,0,0,9,10,14
"g14047",12,27,20,10,19,13
"g14049",2,11,3,27,31,68
"g14053",3,0,0,10,25,11
"g14068",7,43,0,20,70,16
"g14069",2,0,1,41,67,56
"g14070",5,2,0,42,81,47
"g14072",14,21,3,20,55,23
"g14093",48,2,38,32,80,60
"g14094",42,1,45,30,59,54
"g14100",0,0,0,15,31,22
"g14101",0,3,0,48,98,11
"g14102",7,7,0,16,19,0
"g14103",0,0,0,69,62,58
"g14117",1,0,0,9,21,9
"g14123",0,4,10,7,11,20
"g14125",10,10,0,6,11,8
"g14131",2,0,2,28,52,37
"g14132",4,5,5,15,40,33
"g14127",0,1,2,27,39,25
"g14128",0,0,0,9,18,28
"g14126",3,4,2,8,13,6
"g14129",1,4,0,12,59,26
"g14130",173,78,45,24,78,43
"g14136",19,39,17,32,74,32
"g14137",0,0,0,20,28,22
"g14160",306,188,196,16,38,35
"g14167",0,0,0,42,68,53
"g14168",9,10,5,5,6,8
"g14222",43,1,3,14,20,28
"g14228",10,4,8,12,11,8
"g14229",14,4,0,20,12,2
"g14230",2,0,0,13,5,0
"g14236",24,5,15,32,58,34
"g14237",8,3,0,10,4,7
"g14243",99,64,69,28,48,30
"g14252",54,34,31,13,27,18
"g14255",18,0,22,23,26,35
"g14251",24,0,4,16,68,45
"g14264",0,0,4,80,77,93
"g14271",5,4,0,22,63,42
"g14275",1,7,6,23,69,42
"g14273",9,14,0,50,82,79
"g14279",2,0,0,7,20,10
"g14278",7,3,0,40,89,83
"g14281",1,0,0,9,29,25
"g14280",9,0,5,36,80,55
"g14282",0,19,0,20,92,42
"g14284",2,3,0,30,75,50
"g14288",35,52,27,41,37,38
"g14294",9,62,26,28,121,54
"g14296",6,0,0,11,18,40
"g14297",14,33,15,18,47,22
"g14311",10,0,13,35,43,47
"g14323",1,2,1,12,4,24
"g14324",2,0,0,22,11,44
"g14327",0,0,0,10,12,12
"g14328",65,25,45,15,23,22
"g14330",0,0,0,30,49,21
"g14331",8,0,0,33,55,41
"g14333",11,0,0,18,45,29
"g14335",0,0,0,15,40,19
"g14339",0,0,0,7,12,17
"g14338",3,0,0,6,9,12
"g14341",4,1,5,7,4,25
"g14342",4,0,0,6,2,19
"g14344",0,0,0,65,53,93
"g14346",69,56,66,18,24,26
"g14350",55,188,85,65,110,52
"g14356",10,6,16,32,34,30
"g14368",1,0,0,37,86,30
"g14369",0,0,0,17,58,31
"g14371",0,0,0,3,20,14
"g14373",0,0,8,30,47,49
"g14372",11,3,6,74,241,145
"g14394",2,4,3,8,15,13
"g14396",0,0,0,9,11,9
"g14398",13,9,3,19,34,24
"g14399",16,10,7,24,68,35
"g14401",38,20,8,19,46,36
"g14405",10,0,17,75,20,45
"g14415",0,0,0,8,13,16
"g14416",0,2,0,22,45,55
"g14417",0,0,0,7,16,17
"g14418",0,0,0,1,11,3
"g14414",1,2,0,41,51,63
"g14421",2,2,5,7,6,8
"g14434",0,0,0,2,17,19
"g14435",1,5,0,33,51,64
"g14437",8,3,8,47,39,40
"g14439",3,4,0,38,37,48
"g14443",0,0,0,12,16,27
"g14444",2,0,0,18,35,18
"g14449",1,1,0,27,76,42
"g14451",2,0,2,32,34,36
"g14464",15,3,2,12,23,15
"g14474",0,0,0,26,39,33
"g14476",3,0,0,18,21,11
"g14479",7,4,1,25,52,32
"g14481",5,0,2,26,38,41
"g14484",3,0,0,14,11,15
"g14458",0,0,0,17,28,32
"g14459",0,0,0,22,24,34
"g14457",4,5,11,19,21,21
"g14461",23,8,4,10,7,13
"g14462",11,0,3,11,6,5
"g14463",15,5,5,12,10,17
"g14487",0,0,0,12,33,24
"g14488",0,0,0,20,29,30
"g14489",0,0,0,12,22,35
"g14492",0,0,0,35,56,42
"g14490",55,10,21,16,17,32
"g14491",2,0,0,64,123,102
"g14495",0,8,0,34,95,38
"g14496",1,0,0,19,29,23
"g14498",1,1,0,21,13,11
"g14499",5,0,0,25,29,9
"g14494",11,1,0,29,101,44
"g14503",3,2,1,6,20,10
"g14502",6,0,4,48,149,74
"g14524",6,3,0,36,34,11
"g14528",5,0,3,28,28,23
"g14529",3,2,0,33,57,8
"g14531",3,0,0,13,10,2
"g14537",2,0,0,15,31,13
"g14540",3,0,3,24,34,13
"g14563",0,0,0,5,8,4
"g14564",25,17,9,11,23,17
"g14566",0,7,15,10,38,21
"g14567",0,0,0,11,19,22
"g14568",4,0,7,16,17,29
"g14565",41,0,21,11,31,30
"g14574",5,0,0,18,20,56
"g14577",50,42,47,35,36,77
"g14580",6,13,11,8,11,10
"g14581",2,27,17,19,30,23
"g14585",0,0,0,6,4,6
"g14587",0,0,0,15,11,15
"g14589",0,0,0,15,37,27
"g14586",2,0,3,6,5,8
"g14590",22,14,26,7,10,18
"g14598",191,299,165,99,100,86
"g14599",23,8,11,28,39,60
"g14613",13,21,19,62,116,105
"g14615",7,0,0,25,68,40
"g14616",32,13,152,53,88,145
"g14620",4,0,0,10,46,24
"g14622",13,0,3,29,41,30
"g14629",0,0,0,33,22,70
"g14627",4,4,3,18,15,17
"g14628",1,2,1,5,1,12
"g14634",8,8,2,24,34,32
"g14633",4,0,0,16,12,26
"g14631",0,0,0,3,20,17
"g14632",0,0,0,9,11,19
"g14638",24,15,31,10,15,19
"g14651",0,0,0,30,26,13
"g14671",0,0,2,10,26,11
"g14664",5,0,0,26,39,18
"g14669",21,2,22,11,37,25
"g14670",8,1,1,9,24,19
"g14672",1,2,0,12,11,9
"g14680",7,0,6,7,9,13
"g14684",0,0,4,3,5,7
"g14685",5,0,0,10,12,14
"g14697",6,5,4,55,88,79
"g14698",3,1,0,13,18,20
"g14701",36,9,30,12,26,30
"g14703",47,46,15,13,33,16
"g14714",10,0,4,15,47,14
"g14711",70,57,93,15,42,35
"g14719",28,17,18,11,11,10
"g14775",6,0,2,3,3,15
"g14777",5,3,0,13,30,25
"g14778",3,0,0,64,166,171
"g14790",0,0,1,31,22,33
"g14794",2,3,0,15,54,69
"g14802",0,0,0,21,38,28
"g14800",8,7,0,32,59,53
"g14806",39,28,39,31,64,36
"g14810",3,4,4,23,24,38
"g14816",37,25,29,53,59,36
"g14817",6,15,5,13,36,13
"g14821",168,46,19,71,128,58
"g14823",190,56,111,34,99,98
"g14826",41,0,0,52,103,79
"g14833",0,0,0,34,42,38
"g14832",11,5,9,35,48,49
"g14847",1,0,0,6,3,3
"g14842",0,0,0,7,3,2
"g14843",0,0,0,8,2,4
"g14845",0,0,1,4,6,4
"g14858",6,6,4,3,6,8
"g14852",55,38,42,18,14,19
"g14859",29,5,13,68,108,79
"g14860",8,1,3,13,24,25
"g14862",6,0,0,26,68,28
"g14863",18,0,2,42,101,35
"g14876",0,0,11,45,80,78
"g14881",48,100,81,22,43,60
"g14890",5,6,8,8,13,16
"g14894",15,10,22,33,81,48
"g14895",29,13,27,44,135,72
"g14896",13,20,48,11,65,34
"g14914",6,0,8,3,12,14
"g14909",281,96,146,53,116,104
"g14915",38,15,19,9,12,12
"g14916",0,1,0,4,11,12
"g14917",0,0,0,2,12,4
"g14919",0,0,2,18,20,25
"g14920",2,0,0,11,15,6
"g14928",2,0,0,0,8,15
"g14935",62,39,56,13,28,19
"g14938",49,20,20,8,20,14
"g14945",2,3,1,36,33,33
"g14954",0,0,0,7,7,4
"g14955",11,7,3,13,17,15
"g14956",4,4,5,9,15,8
"g14967",40,7,7,74,46,33
"g14976",1,0,0,6,15,18
"g14978",78,109,53,44,63,18
"g14989",105,97,94,17,50,55
"g15009",1,1,1,5,3,7
"g15011",0,4,0,15,25,38
"g15006",17,38,31,48,90,85
"g15007",10,0,0,26,50,0
"g15013",53,31,35,37,38,53
"g15015",1,0,6,9,14,16
"g15024",0,0,0,28,51,15
"g15032",8,6,0,5,14,5
"g15041",3,3,0,16,35,11
"g15045",1,0,1,27,54,26
"g15046",2,3,7,322,357,287
"g15048",3,4,2,26,53,25
"g15053",13,7,5,33,115,69
"g15054",11,44,24,39,73,83
"g15061",6,3,11,9,16,14
"g15062",152,77,117,36,55,69
"g15070",3,0,3,11,15,12
"g15072",1,0,1,2,5,5
"g15078",9,15,7,76,13,69
"g15079",9,7,3,53,41,60
"g15081",2,17,74,23,31,62
"g15082",3,0,0,9,2,2
"g15091",60,27,50,20,29,14
"g15104",11,0,0,39,129,48
"g15118",3,8,11,23,57,36
"g15121",14,0,4,47,28,12
"g15129",0,0,2,7,29,10
"g15124",0,5,23,8,19,28
"g15126",6,13,7,35,98,86
"g15130",47,45,67,26,58,32
"g15140",0,20,0,46,40,32
"g15142",1,0,3,9,2,2
"g15143",3,2,2,14,20,26
"g15146",16,4,9,40,49,39
"g15149",0,0,0,19,28,9
"g15150",0,0,0,9,10,7
"g15159",182,104,107,25,70,52
"g15164",210,137,156,17,17,16
"g15165",26,18,16,15,17,23
"g15173",6,0,0,12,26,6
"g15172",3,0,0,0,10,13
"g15177",38,23,23,7,24,18
"g15195",3,0,0,44,43,47
"g15198",8,0,0,15,41,0
"g15211",1,0,0,1,11,2
"g15214",9,5,9,30,56,48
"g15219",0,0,0,4,13,12
"g15216",3,0,3,12,11,35
"g15220",1,0,3,6,11,18
"g15221",26,30,20,28,48,37
"g15222",4,0,0,11,8,5
"g15226",3,1,7,27,48,23
"g15228",2,1,1,13,21,18
"g15234",1,0,1,8,7,3
"g15235",24,14,22,53,131,89
"g15236",19,14,8,66,79,88
"g15240",17,15,22,4,20,17
"g15239",289,198,335,15,45,32
"g15243",0,0,0,31,114,55
"g15258",15,17,10,35,35,36
"g15271",0,44,4,67,132,35
"g15277",18,0,0,36,69,28
"g15278",1,2,0,14,19,9
"g15281",15,10,16,35,62,39
"g15293",147,236,186,75,106,61
"g15294",116,51,18,40,78,67
"g15303",4,9,6,34,50,79
"g15304",1,0,0,6,2,3
"g15306",17,10,36,11,24,29
"g15307",4,0,0,17,11,20
"g15316",5,3,11,24,37,58
"g15318",32,27,61,46,51,58
"g15322",11,48,10,18,34,33
"g15324",2,1,4,33,63,68
"g15342",4,1,0,10,1,2
"g15338",0,0,4,8,11,22
"g15336",2,0,1,4,5,2
"g15337",2,0,2,2,6,3
"g15340",4,3,0,10,2,2
"g15341",28,0,14,38,6,48
"g15367",11,3,0,22,16,16
"g15368",17,39,0,50,39,30
"g15376",7,0,0,22,35,34
"g15378",40,46,30,12,39,33
"g15379",72,28,13,19,20,17
"g15380",0,0,0,21,34,28
"g15388",138,141,130,14,14,14
"g15398",0,0,0,7,13,14
"g15399",2,1,0,6,7,5
"g15393",485,247,360,37,52,34
"g15401",0,0,5,29,59,42
"g15406",32,30,46,38,20,48
"g15407",31,27,26,102,163,117
"g15419",198,118,100,15,14,14
"g15426",6,13,8,26,79,54
"g15421",0,0,0,6,3,6
"g15422",0,0,0,4,10,4
"g15448",2,0,0,6,0,8
"g15473",1,0,0,5,9,3
"g15451",15,0,2,26,23,38
"g15452",9,0,3,18,19,27
"g15474",25,17,4,24,25,10
"g15485",31,30,50,26,66,51
"g15486",3,1,0,64,72,118
"g15476",15,8,12,8,21,15
"g15477",20,0,3,10,16,11
"g15478",9,3,0,4,12,10
"g15479",44,20,12,22,15,36
"g15480",9,7,3,5,9,14
"g15489",0,19,8,40,41,22
"g15492",0,0,4,5,17,15
"g15493",0,0,2,24,20,17
"g15487",40,36,13,12,28,21
"g15488",21,7,14,21,31,9
"g15490",2,7,0,8,18,4
"g15491",24,7,3,18,34,24
"g15494",31,24,60,22,28,30
"g15511",2,0,0,7,23,10
"g15509",0,0,0,9,9,7
"g15517",8,0,0,21,44,69
"g15527",12,11,17,52,79,74
"g15528",31,29,20,45,77,62
"g15537",0,0,0,4,11,10
"g15540",0,0,0,29,15,39
"g15541",33,30,9,17,18,13
"g15552",22,17,21,12,34,14
"g15557",7,0,8,0,12,29
"g15568",6,8,3,33,74,57
"g15583",95,122,109,47,59,47
"g15581",323,179,344,22,29,36
"g15587",66,0,29,27,42,44
"g15603",1,3,0,18,40,21
"g15606",1,0,0,11,26,12
"g15608",9,1,5,12,17,5
"g15620",0,0,0,6,6,7
"g15627",5,0,0,13,22,22
"g15631",116,116,66,55,115,78
"g15644",10,2,6,29,27,34
"g15647",10,14,40,18,20,25
"g15667",3,0,4,5,15,8
"g15657",0,0,0,6,29,23
"g15660",0,0,0,11,14,18
"g15656",4,7,2,0,43,32
"g15658",4,0,0,0,38,28
"g15671",10,3,8,16,32,22
"g15672",40,21,37,10,36,28
"g15678",35,18,15,7,18,9
"g15687",3,0,0,39,38,32
"g15688",0,0,0,74,89,75
"g15697",5,13,14,9,16,17
"g15698",25,53,40,20,24,37
"g15701",3,0,0,11,18,19
"g15693",3,0,0,5,9,0
"g15706",0,0,0,36,46,35
"g15707",4,0,0,14,21,17
"g15702",36,43,38,15,16,31
"g15704",336,142,205,19,32,27
"g15705",40,9,32,17,40,27
"g15710",8,4,3,6,13,8
"g15712",592,228,253,23,37,47
"g15731",0,0,0,18,27,18
"g15728",0,0,0,10,7,13
"g15729",0,0,0,10,7,9
"g15732",134,74,42,45,63,79
"g15752",6,0,0,58,70,57
"g15767",4,7,0,9,24,20
"g15770",6,1,4,0,15,7
"g15774",5,78,12,25,60,49
"g15771",1,2,1,7,15,8
"g15772",3,0,2,9,14,10
"g15780",574,248,426,35,58,32
"g15783",2,3,1,4,3,6
"g15785",5,2,2,86,85,66
"g15786",2,0,0,12,10,13
"g15789",2,0,0,28,48,31
"g15790",3,5,0,2,14,1
"g15791",14,21,19,27,31,13
"g15793",56,72,8,19,45,35
"g15804",464,296,422,86,201,176
"g15814",117,23,41,96,215,155
"g15812",2,3,4,5,17,8
"g15833",4,3,3,5,7,19
"g15837",3,0,0,14,0,16
"g15871",2,0,0,21,14,24
"g15881",11,0,0,26,31,25
"g15882",0,0,0,30,38,30
"g15889",0,4,1,10,14,21
"g15890",2,0,0,16,15,13
"g15891",4,0,0,8,15,17
"g15892",0,0,0,12,14,18
"g15902",2,1,8,10,20,19
"g15905",509,280,269,108,141,169
"g15907",21,3,9,25,27,14
"g15922",7,0,6,22,15,28
